Date,RSI,ATR,ADX,MACD
2023-07-17,53.0209,4.5457,15.6464,0.6517999999999944
2023-07-14,53.3806,4.4254,15.8297,0.35419999999999163
2023-07-13,52.8268,4.2374,15.2891,0.21129999999999427
2023-07-12,48.8797,4.3645,16.0631,0.028099999999994907
2023-07-11,47.1189,4.3864,17.0995,-0.06990000000000407
2023-07-10,48.82,4.4099,18.0294,0.13809999999999434
2023-07-07,50.2792,4.4622,19.1267,0.17139999999999134
2023-07-06,47.6621,4.6293,20.0548,0.25319999999999254
2023-07-05,52.6214,4.7054,21.4378,0.3222999999999985
2023-07-03,51.529,4.7745,21.9104,0.3579999999999899
2023-06-30,49.0577,4.9249,22.632,0.2079000000000093
2023-06-29,47.9411,5.0383,23.8874,0.20780000000000598
2023-06-28,43.3336,5.2013,25.7192,0.4765000000000015
2023-06-27,43.664,5.2822,27.4541,0.921599999999998
2023-06-26,45.845,5.3893,29.1199,1.453800000000001
2023-06-23,44.0609,5.3923,30.9394,2.4051000000000045
2023-06-22,46.6083,5.5274,32.5639,3.3297999999999917
2023-06-21,52.6303,5.6334,34.7798,4.391500000000008
2023-06-20,53.244,5.4883,37.3747,5.539099999999991
2023-06-16,60.6113,5.599,38.7595,6.2287000000000035
2023-06-15,60.2855,5.572,39.6495,6.901399999999995
2023-06-14,61.5329,5.6106,39.9254,7.236000000000004
2023-06-13,68.2258,5.741,39.7573,7.243200000000002
2023-06-12,65.9722,5.3842,39.5763,7.432199999999995
2023-06-09,62.7789,5.3706,38.1985,7.090799999999987
2023-06-08,58.9686,5.3068,37.0073,6.986699999999999
2023-06-07,65.7585,5.3181,36.2557,7.1462999999999965
2023-06-06,61.3482,5.0911,35.44,7.573700000000002
2023-06-05,60.3239,4.9688,34.6598,7.357600000000005
2023-06-02,65.3956,5.128,34.4107,7.616200000000006
2023-06-01,62.9926,5.2159,33.7887,7.842500000000001
2023-05-31,69.6516,5.2571,33.1608,7.853499999999997
2023-05-30,82.2314,5.0915,32.1569,7.8814000000000135
2023-05-26,78.6725,4.9232,29.4696,7.083699999999993
2023-05-25,75.7497,4.7573,26.7923,5.783299999999997
2023-05-24,66.3397,4.1678,24.4304,4.7194999999999965
2023-05-23,69.1332,4.2369,23.3413,4.522999999999996
2023-05-22,66.481,4.2705,21.5557,4.221800000000002
2023-05-19,70.1391,4.1915,19.9697,3.7879999999999967
2023-05-18,67.809,4.2593,18.5051,3.401200000000003
2023-05-17,65.5093,4.2523,16.9279,2.6432000000000073
2023-05-16,60.2057,4.2648,15.8971,2.062999999999988
2023-05-15,57.1612,4.1336,14.9454,1.5234999999999985
2023-05-12,60.3523,4.1454,15.1865,1.2280999999999977
2023-05-11,63.0075,4.1743,15.3735,1.0512000000000086
2023-05-10,60.9168,4.2608,14.7806,0.6225999999999914
2023-05-09,59.0204,4.2132,14.142,0.0747999999999962
2023-05-08,52.1097,4.3271,14.2715,-0.42600000000000193
2023-05-05,43.0023,4.1611,14.5282,-1.0570000000000022
2023-05-04,35.1719,4.0424,15.107,-1.3173999999999921
2023-05-03,37.9614,3.5433,15.7304,-1.3018
2023-05-02,48.4248,3.132,14.2853,-0.7549000000000063
2023-05-01,52.392,3.1933,14.6415,-0.8900000000000006
2023-04-28,42.0551,3.2521,15.1984,-1.027000000000001
2023-04-27,40.2217,3.2476,15.2618,-1.1543999999999954
2023-04-26,40.4164,3.2301,14.3296,-1.1037000000000035
2023-04-25,41.1374,3.2055,13.6787,-0.870199999999997
2023-04-24,43.3661,3.159,12.8453,-0.3415999999999997
2023-04-21,46.6436,3.2251,12.709,-0.04579999999999984
2023-04-20,44.3922,3.3151,13.1404,0.2447999999999979
2023-04-19,43.6792,3.3509,13.8426,0.4410000000000025
2023-04-18,49.476,3.4302,14.1995,0.7025000000000006
2023-04-17,46.5435,3.4764,14.9475,1.0422999999999973
2023-04-14,49.6251,3.4784,15.2032,1.4515999999999991
2023-04-13,51.5589,3.556,16.1928,1.7616000000000014
2023-04-12,56.123,3.7272,17.1474,2.096999999999994
2023-04-11,58.5285,3.7632,18.1754,2.4701999999999913
2023-04-10,49.8486,3.7926,18.9619,2.737399999999994
2023-04-06,50.1571,3.7171,19.8862,2.8910000000000053
2023-04-05,56.3771,3.8265,21.1006,3.3515999999999906
2023-04-04,63.1659,3.7739,22.6234,3.8815000000000026
2023-04-03,62.6327,3.9057,23.2198,4.1644000000000005
2023-03-31,62.1056,3.96,23.9888,4.394499999999994
2023-03-30,66.1581,4.0269,24.6644,4.4769000000000005
2023-03-29,63.5934,4.0721,24.7251,4.530000000000001
2023-03-28,65.259,4.2045,25.3871,4.714100000000002
2023-03-27,68.2219,4.2149,26.1,5.0364
2023-03-24,70.9997,4.2695,26.0308,5.165800000000004
2023-03-23,73.0717,4.3256,25.4983,5.11930000000001
2023-03-22,68.795,4.2853,24.2264,4.748199999999997
2023-03-21,72.0554,4.1488,22.9662,4.4805999999999955
2023-03-20,71.4028,4.0199,21.952,4.241700000000009
2023-03-17,72.208,3.9491,21.2796,3.7856000000000023
2023-03-16,65.1785,4.0364,19.4947,3.0435000000000088
2023-03-15,61.3165,3.7569,17.8765,2.178200000000004
2023-03-14,56.6219,3.7225,17.2865,1.7467000000000041
